"e","a","q","i"
0.1755,4.009,3.305,4.01
0.0982,5.145,4.640,7.65
0.0351,5.224,5.040,11.94
0.0435,5.235,5.008,18.00
0.0535,5.139,4.864,35.28
0.0933,5.232,4.744,4.61
0.0784,5.176,4.770,16.10
0.0750,5.097,4.715,5.83
0.2640,2.633,1.938,13.76
0.1900,5.194,4.207,3.21
0.1416,5.227,4.487,1.77
0.0719,5.178,4.805,5.43
0.0998,5.264,4.739,3.64
0.0841,5.244,4.803,4.10
0.2346,2.676,2.048,30.45
0.1359,2.67,2.307,27.95
0.0145,2.999,2.956,10.17
0.2340,3.118,2.388,17.53
0.0558,3.035,2.866,11.79
0.1126,2.939,2.608,11.54
0.2674,3.138,2.299,17.60
0.1149,2.977,2.634,11.01
0.2287,3.131,2.415,15.56
0.1038,3.166,2.838,12.85
0.0735,3.127,2.897,12.51
0.1036,3.14,2.814,12.06
0.1181,3.161,2.788,17.32
0.1690,3.083,2.562,15.42
0.1100,2.89,2.572,13.42
0.1218,2.969,2.608,8.47
0.0998,3.161,2.845,19.36
0.1743,3.107,2.565,18.78
0.1164,3.222,2.847,22.40
0.0364,3.176,3.060,15.30
0.2808,3.103,2.231,16.44
0.2412,3.176,2.410,25.54
0.0678,3.12,2.909,23.44
0.1590,3.154,2.653,15.82
0.1795,3.127,2.566,15.75
0.2016,3.132,2.501,7.51
0.0710,3.159,2.935,11.30
0.0835,3.038,2.784,9.74
0.2499,3.074,2.306,22.69
0.0686,3.125,2.910,12.20
0.2892,3.11,2.211,16.70
0.2745,3.137,2.276,12.76
0.0921,5.236,4.754,2.73
0.1691,2.625,2.181,32.56
0.1405,2.646,2.274,32.36
0.3023,3.181,2.219,13.17
0.0970,3.226,2.913,17.27
0.3484,3.982,2.595,17.28
0.0781,3.107,2.864,12.04
0.1136,2.974,2.636,11.66
0.1927,3.13,2.527,16.75
0.2473,3.969,2.987,9.17
0.1265,3.187,2.784,13.76
0.1430,3.449,2.956,9.28
0.1766,3.073,2.530,11.58
0.0873,3.096,2.826,4.93
0.2137,3.102,2.439,17.88
0.0155,3.226,3.176,2.96
0.1074,3.103,2.769,5.32
0.0761,3.115,2.878,23.41
0.1052,3.212,2.874,14.45
0.1459,3.183,2.719,4.74
0.1045,3.128,2.801,8.31
0.1345,3.124,2.704,11.14
0.1411,3.085,2.650,9.55
0.2402,3.121,2.372,15.05
0.1511,3.205,2.721,4.69
0.1720,3.09,2.559,12.11
0.3291,3.067,2.058,15.00
0.1045,3.392,3.038,17.23
0.0554,3.197,3.020,11.97
0.0265,3.175,3.091,10.79
0.0130,3.087,3.047,15.49
0.1684,3.129,2.602,8.32
0.1995,3.004,2.404,10.45
0.1426,3.176,2.723,21.39
0.1823,3.213,2.627,16.06
0.1787,3.466,2.847,15.04
0.1912,3.14,2.540,26.55
0.0599,3.153,2.964,11.03
0.1923,3.977,3.212,5.99
0.0835,3.52,3.226,8.99
0.1705,3.192,2.647,10.42
0.2579,2.682,1.990,13.52
0.0644,3.217,3.009,14.82
0.2024,3.185,2.541,7.61
0.2447,3.179,2.401,30.18
0.0890,3.149,2.869,16.81
0.1150,3.105,2.748,10.54
0.1091,3.09,2.753,16.79
0.0593,3.225,3.034,12.48
0.1076,3.171,2.830,19.89
0.2227,3.948,3.069,1.59
0.1580,3.135,2.640,14.40
0.0932,3.231,2.930,22.30
0.1805,3.157,2.587,29.15
0.0530,3.085,2.922,12.41
0.0454,3.131,2.989,16.99
0.0490,3.088,2.937,11.19
0.1242,2.793,2.446,11.92
0.1285,3.092,2.695,10.92
0.1105,3.069,2.730,8.59
0.1170,3.19,2.817,17.02
0.0964,3.103,2.803,12.32
0.0987,3.097,2.792,21.10
0.0276,5.205,5.061,9.47
0.0839,5.172,4.737,24.59
0.0123,5.223,5.159,4.74
0.1158,5.213,4.609,3.32
0.0924,3.031,2.751,10.41
0.1768,3.086,2.541,12.25
0.1157,3.201,2.830,9.32
0.0374,3.415,3.288,12.79
0.0984,3.087,2.783,14.89
0.1136,3.125,2.770,15.74
0.0887,3.449,3.143,18.54
0.0482,3.45,3.284,18.35
0.0845,3.111,2.848,25.78
0.0665,3.214,3.000,9.19
0.0606,3.185,2.992,18.32
0.0584,3.033,2.856,10.72
0.0260,5.269,5.132,4.34
0.1300,3.238,2.817,11.49
0.1029,3.151,2.827,14.94
0.0788,5.311,4.892,1.65
0.0937,5.22,4.731,9.47
0.1182,3.22,2.839,12.62
0.1272,3.103,2.708,9.54
0.2387,3.97,3.022,8.57
0.0966,2.992,2.703,9.11
0.1067,3.051,2.726,19.25
0.2236,3.978,3.088,4.72
0.1423,3.232,2.772,13.18
0.0654,3.085,2.883,11.70
0.2188,2.724,2.128,14.14
0.2689,2.796,2.044,32.05
0.0488,3.135,2.982,16.82
0.1177,3.097,2.733,17.42
0.1930,3.971,3.205,12.10
0.2254,3.98,3.083,6.49
0.1411,3.964,3.404,7.47
0.0846,3.145,2.879,16.48
0.3506,2.419,1.571,20.61
0.1596,2.533,2.129,12.62
0.1352,2.528,2.186,15.79
0.1633,3.142,2.629,10.92
0.1731,3.034,2.509,10.41
0.2489,3.153,2.368,22.85
0.1458,3.194,2.729,10.22
0.1787,3.155,2.591,17.46
0.0968,3.127,2.824,9.76
0.2323,3.178,2.440,13.39
0.0421,3.096,2.966,10.95
0.2091,3.142,2.485,17.30
0.0630,3.174,2.974,8.80
0.1433,3.29,2.819,33.10
0.1983,3.164,2.537,14.68
0.3126,3.946,2.712,9.52
0.1729,3.935,3.255,8.24
0.1019,3.967,3.563,15.73
0.1997,3.958,3.168,5.10
0.0223,5.205,5.089,7.92
0.1145,5.222,4.624,3.89
0.0481,5.247,4.995,3.78
0.0864,2.683,2.451,28.89
0.0842,3.045,2.789,14.77
0.1072,3.096,2.764,16.92
0.2211,3.142,2.448,16.47
0.0193,3.227,3.165,32.46
0.1821,3.156,2.581,29.72
0.0807,3.061,2.814,11.89
0.2095,3.123,2.469,22.60
0.1225,3.08,2.703,20.79
0.1998,3.141,2.513,17.93
0.1086,3.2,2.853,7.36
0.2487,3.194,2.400,12.54
0.2328,4.001,3.070,9.73
0.0889,3.488,3.178,10.85
0.0684,5.214,4.857,11.09
0.0912,2.992,2.719,9.24
0.1027,3.156,2.832,7.46
0.2507,3.177,2.381,13.21
0.0828,3.24,2.972,15.37
0.0903,3.226,2.935,13.88
0.1370,3.153,2.721,14.83
0.0632,3.172,2.972,9.87
0.0386,3.111,2.991,9.06
0.0621,3.193,2.995,15.46
0.0916,3.216,2.922,17.70
0.1103,3.25,2.891,5.00
0.0734,3.132,2.902,10.22
0.0919,3.212,2.916,16.17
0.1058,3.091,2.764,8.85
0.0290,3.146,3.055,11.29
0.0607,3.184,2.991,10.18
0.1253,3.039,2.659,5.84
0.0990,3.047,2.746,10.30
0.0872,3.179,2.902,10.21
0.1018,3.135,2.815,11.45
0.1462,3.215,2.745,8.11
0.0488,3.156,3.002,16.59
0.2213,3.972,3.093,2.48
0.0944,3.122,2.827,10.71
0.1432,3.131,2.683,6.68
0.1675,3.182,2.649,9.35
0.2694,3.203,2.340,11.80
0.0292,3.247,3.152,14.77
0.1898,3.203,2.595,8.51
0.2942,3.202,2.260,14.31
0.0625,3.169,2.971,9.51
0.1155,3.079,2.724,17.10
0.2803,3.194,2.298,25.16
0.0899,3.246,2.954,23.39
0.2953,3.202,2.257,24.92
0.1467,3.202,2.732,7.29
0.0910,3.156,2.869,5.75
0.0590,3.093,2.911,23.52
0.1605,3.128,2.626,25.67
0.2241,2.573,1.997,8.43
0.0714,5.229,4.856,4.71
0.0599,5.248,4.934,1.38
0.1778,3.083,2.535,17.38
0.1636,3.117,2.607,18.68
0.0987,3.117,2.809,28.15
0.0361,3.091,2.980,10.58
0.0869,3.198,2.920,10.11
0.2012,3.097,2.474,24.90
0.1886,3.973,3.224,2.94
0.0392,5.305,5.097,10.74
0.0879,5.255,4.793,29.18
0.1101,3.104,2.762,11.47
0.0821,5.118,4.698,5.63
0.3232,2.777,1.880,6.42
0.1201,2.962,2.606,10.96
0.2600,2.325,1.721,22.11
0.0541,2.63,2.488,21.02
0.3376,2.329,1.543,21.84
0.1984,2.617,2.098,25.13
0.1940,3.147,2.536,20.37
0.0819,3.078,2.826,10.99
0.2553,3.188,2.374,25.48
0.2097,3.179,2.513,18.68
0.0641,3.024,2.830,14.40
0.0592,3.176,2.988,9.14
0.3106,3.16,2.178,23.44
0.1092,3.953,3.522,1.72
0.0839,3.945,3.614,4.31
0.0410,5.116,4.906,9.47
0.0420,5.181,4.963,4.57
0.2032,3.148,2.508,15.79
0.1683,3.185,2.649,8.79
0.2715,3.004,2.188,12.25
0.0434,3.151,3.014,7.85
0.1742,3.181,2.627,5.20
0.2112,3.206,2.529,11.87
0.2442,3.155,2.385,11.97
0.2431,3.189,2.413,13.79
0.1547,3.092,2.613,10.69
0.2177,3.219,2.518,10.46
0.2440,3.103,2.346,14.52
0.2336,3.201,2.453,16.59
0.3242,3.123,2.110,13.88
0.1797,3.17,2.601,17.78
0.1662,3.105,2.589,11.87
0.0582,3.102,2.921,8.83
0.0538,3.228,3.055,16.35
0.0726,3.184,2.953,20.80
0.0717,3.141,2.916,23.36
0.1616,3.06,2.566,14.16
0.2167,3.101,2.429,16.15
0.1140,3.219,2.852,13.69
0.2614,3.066,2.264,17.71
0.2690,3.184,2.328,26.64
0.1358,3.181,2.749,4.28
0.2998,2.768,1.938,10.60
0.0694,3.356,3.123,9.20
0.1902,3.055,2.474,18.33
0.0975,3.182,2.872,12.19
0.0672,3.071,2.864,12.22
0.0566,3.128,2.951,17.31
0.0376,3.335,3.210,16.88
0.1664,3.067,2.557,17.62
0.1559,3.148,2.657,13.29
0.0062,3.068,3.049,12.67
0.1600,3.937,3.307,13.54
0.2596,3.207,2.374,25.81
0.0714,3.072,2.852,10.08
0.1101,45.49,40.481,1.98
0.3574,2.377,1.527,21.69
0.0482,5.161,4.913,17.33
0.0581,5.217,4.913,24.52
0.1958,3.159,2.540,28.41
0.0861,43.57,39.818,2.65
0.5062,69.55,34.346,15.34
0.1304,3.077,2.676,8.84
0.2567,3.117,2.317,14.61
0.2138,3.173,2.494,13.60
0.0377,5.188,4.993,9.83
0.1666,3.934,3.278,9.50
0.1665,2.857,2.382,27.73
0.0292,3.114,3.023,20.67
0.1608,3.11,2.610,9.33
0.1450,3.02,2.582,9.76
0.1382,3.071,2.647,8.00
0.1988,3.191,2.557,12.25
0.2396,3.084,2.345,14.81
0.1373,3.167,2.732,22.60
0.0569,43.31,40.851,4.91
0.0820,3.151,2.893,25.66
0.1022,3.25,2.918,18.50
0.2448,3.101,2.342,12.41
0.1557,3.13,2.643,15.54
0.1970,3.214,2.581,17.03
0.1520,3.203,2.716,17.08
0.2002,3.139,2.511,16.08
0.2138,3.202,2.518,13.33
0.1801,3.099,2.541,20.18
0.1567,3.19,2.690,19.11
0.0895,2.979,2.713,15.16
0.2706,3.095,2.257,29.84
0.1244,3.221,2.821,24.15
0.0101,3.106,3.075,20.91
0.2538,2.788,2.081,16.10
0.2008,3.126,2.499,27.28
0.2908,3.163,2.244,23.80
0.2149,3.158,2.480,26.60
0.3126,3.128,2.150,16.33
0.1274,3.145,2.745,21.45
0.0442,24.61,23.525,12.26
0.0504,5.284,5.018,2.71
0.1542,3.011,2.547,22.80
0.0461,3.102,2.959,12.01
0.2811,3.112,2.237,14.52
0.1378,3.082,2.657,12.39
0.1733,3.093,2.557,12.23
0.2161,2.61,2.046,14.76
0.2391,3.171,2.413,8.34
0.0970,5.236,4.728,6.71
0.0939,5.171,4.685,4.06
0.0375,5.241,5.044,7.77
0.1133,5.211,4.621,10.63
0.2664,2.778,2.038,21.93
0.1688,2.74,2.277,12.16
0.1580,3.009,2.534,11.23
0.0801,3.034,2.790,9.99
0.1926,2.69,2.172,10.99
0.0886,5.284,4.816,6.28
0.0641,2.514,2.353,8.56
0.0768,5.224,4.823,12.93
0.1181,3.095,2.729,12.34
0.0609,3.012,2.829,9.08
0.0755,3.066,2.835,8.62
0.2047,3.088,2.456,12.44
0.0299,3.108,3.015,6.99
0.1193,3.107,2.737,16.80
0.3094,3.949,2.727,8.78
0.1761,2.548,2.099,29.44
0.1942,2.574,2.074,13.64
0.0917,5.237,4.757,7.63
0.0746,3.058,2.830,15.02
0.3608,3.195,2.042,24.68
0.2818,3.153,2.264,15.31
0.0313,3.198,3.098,13.52
0.2472,3.109,2.340,9.81
0.1496,3.41,2.900,16.42
0.2088,3.117,2.466,25.41
0.1345,3.125,2.704,16.73
0.0694,3.155,2.936,8.65
0.1903,3.175,2.571,19.12
0.1147,3.218,2.849,3.88
0.1790,3.184,2.614,17.07
0.0750,3.478,3.218,8.67
0.1864,3.425,2.786,15.19
0.0518,3.228,3.060,14.53
0.0983,3.053,2.753,12.61
0.0353,5.24,5.055,32.20
0.0366,5.314,5.120,10.11
0.0554,5.119,4.835,12.02
0.0598,5.165,4.856,1.67
0.0231,5.205,5.085,21.14
0.0844,5.218,4.778,7.32
0.0584,5.216,4.911,11.65
0.0956,3.205,2.899,13.89
0.1807,2.902,2.378,15.31
0.1135,3.147,2.790,8.97
0.2562,3.058,2.275,19.91
0.0773,3.004,2.772,9.53
0.2337,3.112,2.385,25.60
0.0832,3.032,2.780,3.36
0.1348,3.199,2.768,25.38
0.2536,3.081,2.300,15.63
0.2290,3.135,2.417,23.81
0.0195,3.048,2.989,10.28
0.1501,3.064,2.604,18.00
0.1089,3.064,2.730,11.04
0.0917,3.17,2.879,15.81
0.2219,3.182,2.476,18.79
0.2251,3.171,2.457,15.05
0.1499,3.235,2.750,15.73
0.2281,3.135,2.420,16.13
0.0840,3.11,2.849,9.71
0.0050,3.065,3.050,7.81
0.0386,3.151,3.029,14.74
0.0451,3.058,2.921,8.52
0.1442,3.058,2.617,8.92
0.1232,3.244,2.844,23.88
0.2277,3.132,2.419,14.62
0.2400,3.113,2.366,26.22
0.2577,3.15,2.338,12.22
0.0649,3.146,2.942,12.19
0.1591,3.042,2.558,13.64
0.0745,3.18,2.944,7.77
0.2570,3.259,2.421,12.09
0.1688,3.22,2.677,8.29
0.1705,3.07,2.547,20.18
0.2053,2.936,2.333,11.31
0.2806,3.145,2.262,13.01
0.0600,3.089,2.904,10.56
0.0984,3.177,2.864,10.11
0.2354,4.031,3.082,6.64
0.1913,3.16,2.556,18.62
0.1676,3.119,2.596,16.53
0.0833,2.888,2.647,11.64
0.1323,3.118,2.705,26.66
0.0506,3.251,3.086,14.42
0.0512,3.233,3.067,27.56
0.0987,3.175,2.862,11.08
0.1215,3.073,2.700,21.21
0.2205,3.149,2.455,25.95
0.0658,3.385,3.163,14.37
0.0230,5.211,5.091,17.39
0.0115,5.163,5.103,8.15
0.0776,3.151,2.906,16.44
0.0948,3.186,2.884,18.80
0.0877,3.161,2.884,14.61
0.0566,3.066,2.893,11.47
0.0976,3.084,2.783,12.37
0.0817,3.914,3.594,3.20
0.2076,3.085,2.444,24.75
0.0514,5.288,5.016,0.56
0.0438,5.289,5.058,13.41
0.0578,5.27,4.966,14.91
0.0625,3.107,2.913,10.45
0.1233,3.228,2.831,18.49
0.0339,5.282,5.103,16.86
0.3212,3.054,2.073,15.87
0.2550,3.129,2.331,25.59
0.0258,3.129,3.048,10.92
0.0969,2.993,2.703,13.37
0.0188,3.183,3.123,8.13
0.1098,3.044,2.710,17.04
0.0231,3.21,3.136,11.94
0.0146,3.174,3.128,20.26
0.1128,2.93,2.599,14.63
0.1408,3.047,2.618,18.06
0.1512,3.169,2.690,12.11
0.0646,5.28,4.939,5.33
0.0781,3.222,2.971,15.09
0.1860,3.127,2.545,16.87
0.2020,3.13,2.498,17.20
0.1999,3.101,2.481,16.81
0.2067,3.133,2.485,17.50
0.0951,3.065,2.774,10.49
0.0658,5.195,4.854,2.90
0.0308,5.178,5.019,6.31
0.0883,5.251,4.787,4.04
0.3176,3.098,2.114,17.19
0.2930,2.78,1.965,20.34
0.1575,2.782,2.344,13.33
0.2275,2.794,2.159,9.01
0.1341,3.13,2.710,16.69
0.3196,2.644,1.799,30.01
0.2740,3.943,2.862,3.96
0.3578,3.989,2.562,11.61
0.2790,3.968,2.861,8.96
0.2311,4.002,3.077,3.24
0.2954,3.997,2.816,7.88
0.2698,4.003,2.923,9.40
0.0765,5.227,4.827,2.28
0.0336,5.264,5.088,2.55
0.1269,5.246,4.581,4.22
0.0491,5.247,4.990,3.12
0.1431,3.046,2.611,12.41
0.1281,3.136,2.734,6.83
0.2083,3.187,2.524,23.26
0.1027,2.896,2.599,17.03
0.1697,3.07,2.549,16.17
0.0481,3.101,2.952,16.46
0.0417,3.123,2.993,16.89
0.1434,3.096,2.652,27.10
0.2147,3.131,2.459,16.22
0.0701,3.136,2.916,20.91
0.2474,3.124,2.351,14.98
0.1000,3.13,2.817,26.06
0.1713,3.988,3.305,3.27
0.1532,2.536,2.148,27.54
0.1241,2.558,2.241,12.77
0.2686,3.984,2.914,10.59
0.1345,3.986,3.450,8.84
0.1122,5.199,4.616,25.21
0.0546,5.143,4.862,3.44
0.0709,5.195,4.826,24.39
0.0417,5.236,5.018,9.72
0.1524,5.205,4.412,28.66
0.2051,2.549,2.026,13.65
0.1935,2.537,2.046,12.00
0.2124,3.127,2.463,11.88
0.1571,3.059,2.579,15.95
0.1843,3.152,2.571,27.27
0.1794,3.206,2.631,9.71
0.2527,3.17,2.369,13.86
0.1662,3.16,2.635,15.50
0.2386,3.088,2.351,15.23
0.1344,3.189,2.761,22.16
0.2173,3.008,2.354,10.36
0.2519,3.08,2.304,14.03
0.0785,3.031,2.793,9.44
0.0707,3.21,2.983,20.26
0.0585,3.231,3.042,11.40
0.0819,3.151,2.893,9.09
0.1898,3.187,2.582,25.98
0.2263,3.136,2.426,12.04
0.2000,3.18,2.544,10.91
0.1810,3.08,2.523,7.25
0.1835,3.186,2.602,17.67
0.2168,3.066,2.401,10.85
0.1029,3.099,2.780,10.07
0.1077,3.254,2.903,3.57
0.1685,3.206,2.666,9.75
0.1633,3.101,2.594,14.99
0.1527,3.178,2.693,19.06
0.0723,3.176,2.946,10.84
0.0788,3.167,2.918,7.91
0.1250,3.21,2.809,11.81
0.0733,3.228,2.992,10.26
0.1315,3.211,2.789,23.13
0.1332,3.122,2.706,17.79
0.0826,3.212,2.947,21.32
0.0927,3.144,2.852,15.75
0.1719,3.236,2.680,24.01
0.0908,3.117,2.834,10.57
0.0916,3.142,2.854,9.63
0.2419,3.156,2.393,13.83
0.0836,3.111,2.851,15.91
0.1602,3.193,2.682,25.70
0.0895,3.503,3.189,9.92
0.1826,3.202,2.618,25.00
0.0264,3.381,3.292,10.09
0.1056,3.545,3.170,8.89
0.0064,3.482,3.460,9.33
0.1952,3.437,2.766,9.56
0.0521,5.147,4.878,6.27
0.0358,5.133,4.949,6.71
0.0265,5.151,5.015,4.39
0.0960,5.188,4.690,7.06
0.0244,5.29,5.161,9.14
0.0352,5.262,5.076,2.30
0.0381,5.224,5.025,6.73
0.0659,5.322,4.971,9.09
0.1319,5.324,4.622,8.80
0.0636,5.356,5.015,1.93
0.0504,5.226,4.962,11.52
0.0576,5.201,4.901,26.00
0.2651,2.769,2.035,9.93
0.3367,2.996,1.987,10.01
0.1184,2.878,2.537,9.63
0.0946,2.984,2.702,12.64
0.1066,2.856,2.551,11.97
0.0675,2.97,2.770,9.31
0.1191,2.903,2.557,5.11
0.1151,3.019,2.671,12.33
0.1708,2.866,2.377,8.92
0.2904,3.099,2.199,17.74
0.0716,3.142,2.917,8.71
0.1173,2.977,2.628,10.33
0.1283,3.157,2.752,5.60
0.2714,3.113,2.268,11.14
0.0761,2.966,2.741,12.99
0.0950,3.124,2.827,12.24
0.1221,2.97,2.607,11.51
0.1421,3.055,2.621,11.50
0.1019,3.065,2.753,8.69
0.1551,3.163,2.673,5.27
0.1020,3.407,3.059,17.53
0.1274,3.204,2.796,10.04
0.0837,3.187,2.920,16.01
0.1016,3.119,2.802,14.64
0.0855,3.07,2.808,10.55
0.1787,3.067,2.519,14.05
0.0979,3.098,2.794,9.50
0.0423,3.245,3.107,15.41
0.1441,3.078,2.634,10.67
0.1391,3.171,2.730,19.22
0.0610,3.111,2.921,16.90
0.2041,3.131,2.492,18.52
0.0581,3.243,3.055,2.82
0.0600,3.074,2.890,8.60
0.1836,3.172,2.589,14.51
0.0998,3.09,2.782,10.33
0.0257,2.964,2.888,9.81
0.1589,2.968,2.497,11.60
0.0677,3.047,2.841,8.19
0.0376,3.144,3.026,8.90
0.0796,3.029,2.788,8.08
0.0975,3.102,2.799,10.58
0.1224,3.204,2.812,14.64
0.1086,2.999,2.673,9.63
0.0823,3.163,2.903,22.81
0.2043,3.122,2.484,17.80
0.0761,2.951,2.726,10.22
0.0475,3.067,2.921,9.27
0.0974,3,2.708,18.95
0.1757,3.068,2.528,15.96
0.2991,3.104,2.176,18.43
0.1101,3.049,2.713,15.61
0.1573,3.162,2.664,23.44
0.1238,3.084,2.702,15.77
0.1069,3.09,2.760,9.86
0.2024,3.12,2.489,26.06
0.1855,2.974,2.422,9.10
0.1241,3.068,2.687,7.86
0.2012,3.08,2.460,7.02
0.1302,3.121,2.714,10.57
0.2157,3.098,2.430,8.97
0.1229,3.102,2.721,11.01
0.1265,3.034,2.650,9.20
0.1480,3.212,2.737,13.78
0.1109,3.109,2.764,10.51
0.1462,3.035,2.591,21.39
0.0917,3.132,2.845,11.31
0.2455,3.094,2.335,21.40
0.0231,3.253,3.178,12.31
0.0977,2.988,2.696,10.64
0.2224,3.082,2.397,10.15
0.3107,3.135,2.161,25.76
0.0237,5.283,5.158,19.83
0.0217,5.199,5.086,13.68
0.3314,2.738,1.831,23.95
0.2019,2.732,2.181,14.69
0.1836,2.628,2.145,14.45
0.1879,2.538,2.061,13.92
0.1477,2.862,2.439,15.53
0.1522,2.675,2.268,28.91
0.1965,3.103,2.493,9.00
0.1698,3.153,2.618,18.70
0.0403,2.947,2.828,10.85
0.0700,3.19,2.966,14.98
0.2243,2.708,2.101,16.25
0.1179,3.215,2.836,3.88
0.3057,2.931,2.035,10.12
0.0428,3.177,3.042,9.13
0.1418,3.173,2.723,26.48
0.0755,3.065,2.833,9.32
0.1098,3.212,2.859,20.56
0.1148,3.09,2.735,10.73
0.1509,3.209,2.725,16.23
0.1536,2.845,2.408,15.97
0.2104,3.091,2.441,9.45
0.0657,5.158,4.819,7.28
0.0644,5.191,4.856,4.05
0.0489,5.279,5.021,5.97
0.2540,3.109,2.320,14.46
0.2860,4.057,2.897,32.73
0.0455,3.024,2.886,21.01
0.0832,3.095,2.838,19.64
0.0867,3.207,2.929,12.73
0.1046,2.966,2.656,14.37
0.0820,2.971,2.727,8.64
0.0582,3.11,2.929,16.93
0.0412,3.186,3.055,13.76
0.2068,3.061,2.428,17.64
0.1539,3.12,2.640,18.04
0.1405,3.218,2.766,25.26
0.0892,3.078,2.803,23.06
0.1993,3.162,2.532,18.55
0.1641,3.167,2.647,26.23
0.1505,3.175,2.697,18.65
0.3436,3.088,2.027,14.01
0.1643,3.202,2.676,22.89
0.0356,5.222,5.036,14.00
0.1475,3.952,3.369,3.97
0.1617,3.34,2.800,18.52
0.0730,3.094,2.869,9.25
0.1931,2.987,2.410,18.02
0.0292,3.171,3.078,10.41
0.0618,3.393,3.183,17.70
0.2396,3.951,3.004,1.80
0.2388,3.991,3.038,8.34
0.2522,3.964,2.965,3.53
0.2971,3.986,2.802,7.73
0.1856,2.67,2.175,13.80
0.2116,2.599,2.049,30.75
0.1274,2.79,2.435,24.69
0.1777,2.659,2.186,14.80
0.0364,2.857,2.753,17.20
0.0999,3.931,3.539,2.82
0.1556,3.072,2.594,7.41
0.0834,2.988,2.739,10.93
0.1309,3.034,2.637,22.56
0.2267,3.192,2.468,16.49
0.1350,3.124,2.703,10.75
0.0901,3.09,2.812,28.53
0.0753,3.116,2.882,15.80
0.2038,3.168,2.523,13.18
0.1746,3.175,2.621,26.06
0.0789,3.178,2.927,14.85
0.1864,3.199,2.603,13.50
0.1479,3.126,2.664,16.79
0.2451,3.163,2.388,25.44
0.2920,3.972,2.812,7.85
0.0732,3.542,3.283,9.47
0.2691,3.975,2.905,9.20
0.2310,2.406,1.850,24.60
0.1272,2.708,2.364,12.75
0.0433,5.294,5.065,10.20
0.0342,5.169,4.992,6.24
0.1762,3.999,3.294,7.94
0.0651,5.145,4.810,5.43
0.2089,2.791,2.208,15.48
0.0858,2.714,2.481,31.05
0.0765,3.008,2.778,10.67
0.1022,3.115,2.797,12.06
0.0770,2.979,2.749,23.82
0.1450,3.196,2.733,16.43
0.2409,3.16,2.399,14.96
0.3109,3.128,2.156,21.97
0.1386,3.023,2.604,8.59
0.1611,3.116,2.614,16.58
0.1365,3.247,2.804,10.86
0.2053,3.133,2.490,15.03
0.0795,3.124,2.876,15.07
0.1304,3.348,2.912,11.19
0.2334,3.148,2.413,5.03
0.0828,3.046,2.794,24.05
0.1454,2.974,2.542,7.86
0.1698,2.981,2.475,8.93
0.3165,3.114,2.129,22.88
0.2037,3.139,2.499,16.62
0.2528,3.151,2.355,7.10
0.2205,3.13,2.439,16.81
0.0986,3.108,2.802,21.68
0.0897,3.08,2.804,8.96
0.1338,3.126,2.708,18.53
0.1244,3.125,2.736,8.05
0.1106,3.247,2.888,6.08
0.1259,3.183,2.782,17.66
0.1817,3.08,2.520,9.96
0.1899,3.173,2.570,15.72
0.1084,3.186,2.840,19.93
0.0692,3.173,2.953,20.80
0.0845,3.121,2.857,13.19
0.1076,3.014,2.689,9.02
0.1301,3.221,2.802,12.78
0.1092,3.137,2.795,18.07
0.0544,3.092,2.924,23.01
0.0397,3.139,3.014,11.78
0.1407,3.153,2.710,16.30
0.2711,3.117,2.272,14.68
0.0633,3.13,2.932,8.55
0.2063,3.119,2.476,24.72
0.0895,3.082,2.806,9.18
0.0918,3.168,2.877,9.53
0.1714,3.208,2.658,11.49
0.1227,3.181,2.791,10.20
0.2499,3.189,2.392,18.79
0.1511,3.14,2.665,13.15
0.0668,3.165,2.954,15.43
0.1435,3.074,2.633,8.23
0.1210,3.105,2.729,6.72
0.0894,3.082,2.807,8.31
0.0526,3.086,2.923,21.08
0.0677,3.159,2.945,20.11
0.0237,3.117,3.043,14.04
0.1682,3.155,2.624,10.92
0.0506,3.1,2.943,15.82
0.1613,3.095,2.596,13.43
0.1864,3.185,2.592,11.93
0.1340,3.212,2.782,17.97
0.0571,3.172,2.990,15.89
0.3184,3.099,2.113,10.72
0.1085,3.179,2.834,8.48
0.2033,3.111,2.479,26.91
0.2179,3.175,2.483,27.28
0.2364,3.234,2.469,14.18
0.1407,3.431,2.948,8.13
0.0938,3.217,2.915,19.54
0.1614,3.227,2.706,17.47
0.2625,3.102,2.288,14.05
0.0947,3.35,3.033,14.98
0.0999,3.196,2.877,12.04
0.1833,3.418,2.791,16.34
0.2456,3.161,2.385,12.62
0.0461,3.113,2.970,9.65
0.1920,3.218,2.600,23.70
0.0768,3.171,2.928,8.18
0.1745,3.179,2.624,18.85
0.1347,3.206,2.774,27.33
0.1800,3.202,2.625,27.59
0.0956,3.211,2.904,12.68
0.0671,3.235,3.018,14.18
0.1485,3.144,2.677,18.66
0.2645,3.147,2.315,31.97
0.0207,3.545,3.472,9.02
0.0529,3.166,2.998,22.47
0.1225,5.176,4.542,0.77
0.0682,5.155,4.804,4.53
0.0285,5.173,5.026,1.25
0.0798,5.22,4.803,26.37
0.0083,5.227,5.183,7.99
0.0964,5.249,4.743,3.78
0.0641,5.24,4.905,5.12
0.0517,5.292,5.019,12.42
0.1902,3.091,2.503,18.66
0.1287,3.066,2.672,8.01
0.0525,2.98,2.823,11.21
0.2163,3.124,2.448,15.46
0.1701,3.064,2.543,13.53
0.0766,3.073,2.837,16.12
0.3763,3.188,1.988,22.34
